target,gr_code,model,tm_score,gdt_ts,global_rmsd,lddt,clashscore,inf_all,cc_mask,cc_peaks,tempy_mi,tempy_smoc,ai,ai_bb,ai_base
R1126,119,2,0.2625,10.262,36.98,0.5357232215136476,5.15,0.8,0.0687,-0.2969,0.015431999,0.293334323,0.265382627,0.240358127,0.297633136
R1126,119,3,0.1748,8.815,43.05,0.5222671580766696,2.66,0.79,0.0374,-0.4088,0.01014429,0.120327574,0.172699069,0.151056015,0.200591716
R1126,119,4,0.2078,8.609,39.72,0.4994317075586737,5.58,0.78,0.0754,-0.3437,0.013081945,0.223852638,0.223759049,0.205693297,0.24704142
R1126,119,5,0.2278,7.851,35.1,0.4730144348841896,4.55,0.75,0.0633,-0.3113,0.014617261,0.282775429,0.252973113,0.261019284,0.24260355
R1126,125,1,0.2351,9.091,39.69,0.5078205323077029,5.67,0.79,0.0858,-0.3218,0.012910033,0.262200701,0.238236815,0.219467401,0.262426036
R1126,125,2,0.1838,9.16,40.96,0.5122005683778347,7.39,0.79,0.0434,-0.4044,0.008486116,0.167124546,0.186918304,0.169421488,0.209467456
R1126,125,3,0.3179,11.295,31.86,0.5466179127826946,5.93,0.8,0.075,-0.2637,0.018776784,0.456267854,0.312734324,0.296211251,0.334023669
R1126,125,4,0.2557,9.504,43.45,0.5211280113948825,122.13,0.77,0.0944,-0.2933,0.013473736,0.352020132,0.269002068,0.238751148,0.307988166
R1126,125,5,0.2732,11.226,41.11,0.526148710731889,116.67,0.78,0.1076,-0.294,0.013596039,0.340979815,0.264736298,0.250918274,0.282544379
R1126,128,1,0.2711,12.259,33.42,0.5690842507420678,150.1,0.81,0.0887,-0.3418,0.011031536,0.18021697,0.244958635,0.215105601,0.283431953
R1126,128,2,0.2985,15.152,43.2,0.5691905654061477,17.86,0.83,0.1013,-0.3566,0.010707291,0.162823325,0.233583247,0.212121212,0.261242604
R1126,128,3,0.2471,10.399,46.22,0.5533477591089038,108.53,0.81,0.0638,-0.3912,0.008552323,0.157292843,0.208634953,0.175160698,0.251775148
R1126,128,4,0.2869,12.466,36.88,0.5757950970580299,130.29,0.81,0.0439,-0.324,0.015307697,0.356095596,0.271199586,0.263544536,0.281065089
R1126,128,5,0.2404,9.711,45.59,0.5674116093905309,122.07,0.8,0.0715,-0.417,0.008497421,0.088959112,0.183945191,0.173783287,0.19704142
R1126,131,1,0.0993,5.028,138.08,0.2829381188879742,77.37,0.58,0.0575,-0.4942,0.002815643,0.114757713,0.076266805,0.075298439,0.077514793
R1126,131,2,0.1191,4.89,128.07,0.2817923542250899,79.74,0.59,0.0516,-0.4551,0.003835365,0.11621076,0.096820062,0.095500459,0.09852071
R1126,131,3,0.1074,4.063,119.56,0.2807830053661153,68.87,0.6,0.0524,-0.4766,0.00316725,0.176051553,0.093459152,0.089990817,0.097928994
R1126,131,4,0.117,4.89,117.83,0.2764266659379771,70.32,0.59,0.0671,-0.4547,0.002828285,0.08428964,0.103800414,0.101239669,0.107100592
R1126,131,5,0.1073,4.752,145.37,0.2808543087753575,66.64,0.58,0.0515,-0.4775,0.002890622,0.075537964,0.083634953,0.081955923,0.085798817
R1126,147,1,0.2673,12.672,42.26,0.5378407619815345,0.52,0.81,0.0953,-0.3471,0.009048201,0.135714898,0.224146846,0.197428834,0.258579882
R1126,147,2,0.2192,10.124,37.86,0.5447710690900148,0.26,0.81,0.0632,-0.3356,0.013487608,0.277017722,0.243536711,0.22681359,0.265088757
R1126,147,3,0.1993,10.124,44.56,0.5282137343175196,0.09,0.79,0.0682,-0.4017,0.009023396,0.125479364,0.193640124,0.179752066,0.211538462
R1126,147,4,0.2238,9.78,40.27,0.5312945112599611,0.43,0.8,0.0822,-0.4095,0.008076484,0.147094011,0.182006205,0.155417815,0.216272189
R1126,147,5,0.225,10.468,49.96,0.5265201716063846,0.26,0.79,0.0713,-0.3843,0.008696711,0.141211592,0.192347466,0.170798898,0.220118343
R1126,177,1,0.1733,3.926,37.85,0.2465970768164009,260.85,0.35,0.1008,-0.2696,0.013486339,0.42700508,0.328205791,0.302571166,0.361242604
R1126,185,1,0.2632,8.333,33.34,0.406348736008307,0.43,0.68,0.048,-0.2707,0.019804874,0.415534,0.291365047,0.276170799,0.310946746
R1126,185,2,0.2471,8.609,33.43,0.4141383132431352,0.17,0.69,0.0671,-0.2587,0.018302464,0.389051647,0.299250259,0.281680441,0.321893491
R1126,185,3,0.202,8.884,32.79,0.4652775880148789,45.18,0.68,0.0358,-0.3558,0.013016432,0.307043693,0.235780765,0.228879706,0.244674556
R1126,185,4,0.2215,7.438,33.42,0.3704265480952169,0.26,0.63,0.0523,-0.3592,0.012418968,0.193641982,0.202430196,0.190312213,0.218047337
R1126,185,5,0.2315,7.645,33.48,0.3705595481669473,0.94,0.63,0.0603,-0.3353,0.013758753,0.249026658,0.228283351,0.209825528,0.252071006
R1126,227,1,0.2028,10.675,45.99,0.5285228580797436,1.12,0.79,0.089,-0.3859,0.007634935,0.076432279,0.188340228,0.176767677,0.203254438
R1126,227,2,0.2625,10.193,32.51,0.5310934100279066,0.26,0.8,0.0751,-0.3542,0.010234544,0.156647598,0.209281282,0.183884298,0.242011834
R1126,227,3,0.2057,10.882,42.24,0.5496534312737607,0.6,0.8,0.085,-0.3838,0.007333594,0.080758247,0.194027921,0.186179982,0.204142012
R1126,227,4,0.2296,10.193,50.82,0.5347429063781967,0.26,0.81,0.0707,-0.3875,0.009896313,0.21032309,0.189762151,0.178604224,0.204142012
R1126,227,5,0.2227,11.433,48.09,0.5431938547562363,0.43,0.8,0.1173,-0.3847,0.008358738,0.15467587,0.20811789,0.189164371,0.232544379
R1126,229,1,0.2507,9.435,38.1,0.4809523829855548,32.38,0.68,0.0646,-0.2643,0.017386619,0.333704286,0.289167528,0.283976125,0.295857988
R1126,229,2,0.1919,9.366,42.85,0.4805597872681998,20.7,0.71,0.0852,-0.367,0.009849521,0.197748696,0.194157187,0.191460055,0.197633136
R1126,229,3,0.2526,9.848,32.74,0.4960336944900824,21.99,0.74,0.0503,-0.3785,0.014376256,0.296767409,0.222078594,0.217630854,0.227810651
R1126,229,4,0.2034,9.642,46.37,0.5251419236720487,32.12,0.74,0.1042,-0.3661,0.007860146,0.070195042,0.190667011,0.186639118,0.195857988
R1126,229,5,0.2269,10.193,46.58,0.4508655465342273,94.72,0.72,0.1012,-0.339,0.008506288,0.128829457,0.211608066,0.208907254,0.215088757
R1126,232,1,0.603,27.135,8.93,0.6910243951592243,15.37,0.86,0.1557,-0.0191,0.028492515,0.630930987,0.503102378,0.457988981,0.561242604
R1126,232,2,0.5953,29.959,8.83,0.6935082729033382,17.09,0.87,0.1654,-0.0155,0.027953808,0.628625027,0.509565667,0.464416896,0.567751479
R1126,232,3,0.5843,28.857,8.99,0.6908053613332286,15.29,0.87,0.1537,-0.0279,0.027814394,0.624410246,0.496897622,0.451101928,0.55591716
R1126,232,4,0.6177,28.926,8.76,0.6894772819652757,14.52,0.86,0.1886,0.025,0.028854282,0.652229844,0.526628749,0.482323232,0.583727811
R1126,232,5,0.5926,30.303,9.02,0.6914088785126535,15.98,0.87,0.1912,0.0134,0.027974253,0.645188464,0.514348501,0.473829201,0.566568047
R1126,235,1,0.2928,10.675,21.13,0.5122515908772625,101.03,0.79,0.0627,-0.3175,0.015714832,0.362228899,0.251034126,0.23553719,0.271005917
R1126,235,2,0.2091,8.54,31.93,0.5049126768068369,103.63,0.82,0.0576,-0.3517,0.013911138,0.290720704,0.231644261,0.223829201,0.241715976
R1126,235,3,0.2868,11.501,33.57,0.5065654642150819,100.34,0.79,0.0705,-0.2445,0.018634604,0.436362882,0.321483971,0.292011019,0.359467456
R1126,235,4,0.221,9.16,33.89,0.4995941683204503,1.98,0.77,0.0386,-0.3065,0.017069511,0.356727916,0.256463289,0.255280073,0.257988166
R1126,235,5,0.3067,9.435,45.82,0.5092352858797048,112.81,0.78,0.1027,-0.2932,0.012879451,0.288878827,0.256204757,0.244719927,0.271005917
R1126,238,1,0.2372,7.025,30.2,0.3556255401126508,558.98,0.43,0.1554,-0.2661,0.008046809,0.549863863,0.436659772,0.423324151,0.453846154
R1126,238,2,0.2436,6.198,31.19,0.3179043287573908,287.76,0.27,0.1577,-0.2444,0.012083479,0.546086078,0.375517063,0.370523416,0.381952663
R1126,238,3,0.1522,6.474,37.16,0.3614361275161137,515.02,0.34,0.2651,-0.2358,0.006813426,0.662928992,0.472854188,0.41322314,0.549704142
R1126,239,1,0.2071,10.193,49.28,0.5300814993697974,39.59,0.74,0.1055,-0.3803,0.008315826,0.144320293,0.215873837,0.197428834,0.23964497
R1126,239,2,0.1663,10.468,42.29,0.4951456041234718,27.14,0.73,0.0904,-0.4463,0.005072103,0.163096546,0.150206825,0.140036731,0.163313609
R1126,239,3,0.1919,9.366,42.85,0.4805597872681998,20.7,0.71,0.0852,-0.367,0.009849521,0.197748696,0.194157187,0.191460055,0.197633136
R1126,239,4,0.2507,9.435,38.1,0.4809523829855548,32.38,0.68,0.0646,-0.2643,0.017386619,0.333704286,0.289167528,0.283976125,0.295857988
R1126,239,5,0.2597,9.78,46.36,0.4641292615528601,124.45,0.74,0.1113,-0.2678,0.014052023,0.325587646,0.28697001,0.268365473,0.310946746
R1126,245,1,0.1932,5.647,40.89,0.3114513702209637,8.42,0.56,0.0594,-0.2957,0.015406689,0.313328812,0.25762668,0.251147842,0.265976331
R1126,245,2,0.1993,5.992,39.88,0.3228374999573034,8.25,0.56,0.0667,-0.3361,0.012184639,0.185493725,0.220398139,0.201790634,0.244378698
R1126,245,3,0.1945,6.474,48.47,0.3300604926168949,11.25,0.6,0.0584,-0.3744,0.010810212,0.185661076,0.18704757,0.181359045,0.194378698
R1126,245,4,0.2709,5.165,27.66,0.3263290186943022,11.51,0.53,0.0334,-0.3199,0.016432503,0.336686538,0.259436401,0.264003673,0.253550296
R1126,245,5,0.1637,5.441,49.24,0.3510817623811752,10.65,0.58,0.0695,-0.3902,0.007386854,0.035468408,0.16106515,0.150367309,0.174852071
R1126,248,1,0.2257,4.89,43.54,0.2529234397789338,2.4,0.42,0.0672,-0.3306,0.012344543,0.170551083,0.222337125,0.205922865,0.243491124
R1126,248,2,0.1734,4.959,44.29,0.2575521838483688,2.32,0.43,0.0533,-0.3414,0.011996964,0.192821614,0.222983454,0.223140496,0.222781065
R1126,248,3,0.1632,6.474,48.56,0.2464890542862315,2.32,0.4,0.0529,-0.3805,0.009799968,0.110402062,0.187564633,0.186179982,0.189349112
R1126,248,4,0.184,5.303,44.51,0.269347134029915,2.49,0.44,0.0563,-0.3068,0.015537745,0.331771667,0.257497415,0.224977043,0.299408284
R1126,248,5,0.1491,4.821,35.68,0.2460420203372694,2.83,0.4,0.0444,-0.3381,0.012776325,0.249190956,0.234875905,0.204545455,0.273964497
R1126,287,1,0.2332,11.226,52.77,0.5170906159589839,0.26,0.84,0.058,-0.3795,0.007788728,0.113802425,0.183945191,0.156565657,0.219230769
R1126,287,2,0.5148,15.014,12.64,0.6079066087586205,0.94,0.85,0.0781,-0.1363,0.025035341,0.562871954,0.41197001,0.379017447,0.45443787
R1126,287,3,0.2195,9.504,50.6,0.5066254530114803,0.26,0.83,0.0515,-0.4136,0.007126735,0.104842649,0.172828335,0.14302112,0.211242604
R1126,287,4,0.1883,10.124,46.35,0.5110483992171142,0.34,0.83,0.0707,-0.3591,0.007937226,0.111398873,0.195320579,0.162075298,0.23816568
R1126,287,5,0.4078,13.705,15.23,0.5374421887328659,0.43,0.84,0.0691,-0.2354,0.020003211,0.415998443,0.328335057,0.306014692,0.357100592
R1126,385,1,0.1932,5.647,40.89,0.3114513702209637,8.42,0.56,0.0594,-0.2957,0.015406689,0.313328812,0.25762668,0.251147842,0.265976331
R1126,392,1,0.2402,10.055,41.12,0.498630077912851,91.13,0.77,0.0861,-0.3412,0.008743868,0.162103759,0.233841779,0.215564738,0.25739645
R1126,392,2,0.2266,8.54,41.67,0.4924008498341662,108.51,0.78,0.0664,-0.3619,0.009151223,0.161565066,0.2114788,0.194903581,0.232840237
R1126,392,3,0.2589,10.813,55.27,0.5139084344674703,113.4,0.79,0.1244,-0.317,0.008716212,0.173310384,0.23319545,0.213269054,0.25887574
R1126,416,1,0.2323,10.537,46.69,0.4887048141329335,9.02,0.76,0.108,-0.3445,0.009560817,0.110699019,0.209410548,0.204086318,0.216272189
R1126,416,2,0.2095,9.298,41.93,0.4663774537766043,12.11,0.73,0.0442,-0.3521,0.014388251,0.287286301,0.219622544,0.195592287,0.250591716
R1126,416,3,0.1675,9.366,54.12,0.4348126727079583,7.04,0.69,0.1059,-0.3867,0.005701335,0.045538376,0.159513961,0.157024793,0.162721893
R1126,416,4,0.1811,9.16,60.79,0.4285723434996908,48.61,0.68,0.1178,-0.3671,0.007135174,0.104386892,0.19131334,0.177226814,0.209467456
R1126,416,5,0.203,10.193,51.46,0.4969115376601551,41.48,0.76,0.1028,-0.3595,0.00818402,0.105524241,0.200232678,0.202938476,0.196745562
R1126,434,1,0.2568,10.882,29.74,0.5432075176849533,0.43,0.81,0.0974,-0.3555,0.01081247,0.192090002,0.233453981,0.213039486,0.259763314
R1126,434,2,0.2361,10.606,45.55,0.5384056386906816,0.0,0.82,0.0766,-0.4153,0.007940847,0.13747253,0.18704757,0.16758494,0.212130178
R1126,434,3,0.2278,10.606,43.05,0.5421676407196264,0.34,0.8,0.0636,-0.3873,0.008261779,0.135088843,0.187435367,0.168503214,0.21183432
R1126,434,4,0.2314,10.537,45.17,0.5359098058839402,0.26,0.8,0.0683,-0.3321,0.011994378,0.26611166,0.230093071,0.219926538,0.243195266
R1126,434,5,0.223,9.711,40.67,0.5272103629898587,0.09,0.79,0.0612,-0.3867,0.010741852,0.196758693,0.213159255,0.204315886,0.224556213
R1126,439,1,0.2507,9.435,38.1,0.4809523829855548,32.38,0.68,0.0646,-0.2643,0.017386619,0.333704286,0.289167528,0.283976125,0.295857988
R1126,439,2,0.1919,9.366,42.85,0.4805597872681998,20.7,0.71,0.0852,-0.367,0.009849521,0.197748696,0.194157187,0.191460055,0.197633136
R1126,439,3,0.2526,9.848,32.74,0.4960336944900824,21.99,0.74,0.0503,-0.3785,0.014376256,0.296767409,0.222078594,0.217630854,0.227810651
R1126,439,4,0.2034,9.642,46.37,0.5251419236720487,32.12,0.74,0.1042,-0.3661,0.007860146,0.070195042,0.190667011,0.186639118,0.195857988
R1126,439,5,0.2269,10.193,46.58,0.4508655465342273,94.72,0.72,0.1012,-0.339,0.008506288,0.128829457,0.211608066,0.208907254,0.215088757
R1126,444,1,0.1856,6.405,37.3,0.371858166844854,359.58,0.51,0.0787,-0.2906,0.014856099,0.483336554,0.314632885,0.310146924,0.320414201
R1126,444,2,0.1919,9.366,42.85,0.4805597872681998,20.7,0.71,0.0852,-0.367,0.009849521,0.197748696,0.194157187,0.191460055,0.197633136
R1126,444,3,0.1932,5.647,40.89,0.3114513702209637,8.42,0.56,0.0594,-0.2957,0.015406689,0.313328812,0.25762668,0.251147842,0.265976331
R1126,444,4,0.2071,10.193,49.28,0.5300814993697974,39.59,0.74,0.1055,-0.3803,0.008315826,0.144320293,0.215873837,0.197428834,0.23964497
R1126,444,5,0.1993,5.992,39.88,0.3228374999573034,8.25,0.56,0.0667,-0.3361,0.012184639,0.185493725,0.220398139,0.201790634,0.244378698
R1126,470,1,0.205,6.887,36.34,0.4028907341433173,355.87,0.55,0.0828,-0.2972,0.012700489,0.432690261,0.295501551,0.30348944,0.285207101
R1126,470,2,0.1875,6.818,36.31,0.3689650416890112,358.06,0.48,0.0856,-0.3289,0.012934532,0.423651378,0.278955533,0.304407713,0.246153846
R1126,470,3,0.1952,7.163,34.37,0.3781185634796747,322.59,0.52,0.0855,-0.293,0.01484879,0.47936706,0.306876939,0.278466483,0.343491124
R1126,470,4,0.2036,7.094,36.63,0.3960840338430744,399.36,0.56,0.1253,-0.311,0.011572176,0.450383845,0.29188211,0.284205693,0.301775148
R1126,470,5,0.1656,7.3,36.1,0.3431307918008764,424.43,0.39,0.1051,-0.2684,0.013495288,0.522640992,0.341778697,0.343204775,0.339940828
R1126,489,1,0.1856,6.405,37.3,0.371858166844854,359.58,0.51,0.0787,-0.2906,0.014856099,0.483336554,0.314632885,0.310146924,0.320414201
R1126,489,2,0.1875,6.818,36.31,0.3689650416890112,358.06,0.48,0.0856,-0.3289,0.012934532,0.423651378,0.278955533,0.304407713,0.246153846
R1126,489,3,0.1952,7.163,34.37,0.3781185634796747,322.59,0.52,0.0855,-0.293,0.01484879,0.47936706,0.306876939,0.278466483,0.343491124
R1126,489,4,0.2036,7.094,36.63,0.3960840338430744,399.36,0.56,0.1253,-0.311,0.011572176,0.450383845,0.29188211,0.284205693,0.301775148
R1126,489,5,0.1656,7.3,36.1,0.3431307918008764,424.43,0.39,0.1051,-0.2684,0.013495288,0.522640992,0.341778697,0.343204775,0.339940828
R1126,490,1,0.2257,4.89,43.54,0.2529234397789338,2.4,0.42,0.0672,-0.3306,0.012344543,0.170551083,0.222337125,0.205922865,0.243491124
R1126,490,2,0.1734,4.959,44.29,0.2575521838483688,2.32,0.43,0.0533,-0.3414,0.011996964,0.192821614,0.222983454,0.223140496,0.222781065
R1126,490,3,0.1632,6.474,48.56,0.2464890542862315,2.32,0.4,0.0529,-0.3805,0.009799968,0.110402062,0.187564633,0.186179982,0.189349112
R1126,490,4,0.184,5.303,44.51,0.269347134029915,2.49,0.44,0.0563,-0.3068,0.015537745,0.331771667,0.257497415,0.224977043,0.299408284
R1126,490,5,0.1491,4.821,35.68,0.2460420203372694,2.83,0.4,0.0444,-0.3381,0.012776325,0.249190956,0.234875905,0.204545455,0.273964497
R1128,029,1,0.1891,9.139,45.11,0.2948719959841877,0.26,0.44,0.0979,-0.2443,0.009891349,0.251198217,0.278613861,0.272759104,0.286235187
R1128,029,2,0.1516,6.092,42.62,0.2936158781451967,0.13,0.44,0.0486,-0.4001,0.006255899,0.116006798,0.161782178,0.158963585,0.165451231
R1128,029,3,0.2306,6.723,37.1,0.3159055970383385,3.81,0.46,0.0504,-0.2243,0.013315338,0.416551882,0.306930693,0.287114846,0.332725615
R1128,029,4,0.2166,12.71,46.12,0.3341673464265545,0.0,0.5,0.0982,-0.2816,0.009042277,0.205391847,0.263168317,0.245098039,0.286690975
R1128,035,1,0.2337,12.395,41.88,0.4759463041977788,3.29,0.63,0.0607,-0.3366,0.008285954,0.271403361,0.22039604,0.194327731,0.254329991
R1128,035,2,0.2609,11.239,38.8,0.48257043358223,1.58,0.65,0.0983,-0.2192,0.011227169,0.326230761,0.332475248,0.296568627,0.379216044
R1128,035,3,0.2282,11.66,45.02,0.4650275302754596,3.16,0.62,0.0978,-0.2931,0.009330741,0.223886837,0.285742574,0.259453782,0.319963537
R1128,035,4,0.2221,11.345,38.78,0.471669307272385,2.63,0.65,0.0378,-0.3391,0.009579277,0.226458385,0.248316832,0.214635854,0.292160438
R1128,035,5,0.2102,9.769,44.29,0.4045593587249796,3.16,0.55,0.0612,-0.3545,0.008570493,0.269800142,0.225742574,0.182422969,0.28213309
R1128,054,1,0.2879,16.597,25.95,0.7567704084834034,4.74,0.92,0.0993,-0.2418,0.0113213,0.377825525,0.313465347,0.288865546,0.345487694
R1128,054,2,0.2649,16.387,31.94,0.7115242831147643,2.5,0.87,0.1488,-0.2464,0.009714568,0.314860182,0.30970297,0.267156863,0.3650866
R1128,054,3,0.312,16.176,38.93,0.6747713653761687,127.4,0.86,0.1385,-0.2481,0.010572824,0.416536306,0.334257426,0.31162465,0.363719234
R1128,054,4,0.2195,13.971,30.34,0.7282730438601995,6.18,0.89,0.1109,-0.2546,0.010621451,0.330429485,0.294257426,0.279761905,0.313126709
R1128,054,5,0.2645,15.021,32.14,0.6976665934617556,3.95,0.86,0.0811,-0.3017,0.010578684,0.327875031,0.287524752,0.24894958,0.337739289
R1128,076,1,0.2767,18.172,39.64,0.7139133776745937,2.89,0.86,0.091,-0.2102,0.013975092,0.446932945,0.367524752,0.358543417,0.379216044
R1128,076,2,0.2695,16.912,40.22,0.714819288448265,4.47,0.87,0.1828,-0.2196,0.009384256,0.21327188,0.338811881,0.317577031,0.366453965
R1128,076,3,0.2656,15.966,32.85,0.7177193794315115,4.08,0.86,0.0857,-0.2318,0.012498409,0.39078655,0.338217822,0.283613445,0.409298086
R1128,076,4,0.2563,15.546,40.4,0.7194123737215286,2.37,0.87,0.0739,-0.263,0.012073463,0.431978991,0.308712871,0.300070028,0.319963537
R1128,076,5,0.3103,19.433,46.22,0.7318621760682688,3.42,0.89,0.1256,-0.2453,0.010961195,0.314027669,0.331683168,0.292366947,0.382862352
R1128,081,1,0.4039,21.113,15.83,0.794946115956579,9.21,0.92,0.1002,-0.1714,0.0129413,0.46118638,0.36950495,0.306022409,0.452142206
R1128,081,2,0.3779,20.273,16.92,0.7869756698249357,11.18,0.92,0.0835,-0.2159,0.012357021,0.456353679,0.338415842,0.300770308,0.387420237
R1128,081,3,0.3893,20.903,16.5,0.7808774392922131,10.39,0.91,0.0854,-0.2036,0.01320264,0.498040667,0.352871287,0.325980392,0.387876026
R1128,081,4,0.3882,20.063,18.1,0.7770153573445442,10.52,0.92,0.0974,-0.1917,0.01300391,0.490039841,0.351881188,0.321078431,0.391978122
R1128,081,5,0.393,20.693,14.61,0.7626321610089728,11.84,0.93,0.078,-0.2151,0.013413144,0.49038158,0.333069307,0.326680672,0.341385597
R1128,097,1,0.1654,9.349,63.92,0.3523914475748259,0.92,0.53,0.0249,-0.3881,0.00784495,0.190267952,0.178415842,0.154761905,0.209206928
R1128,110,1,0.3232,20.798,48.34,0.7435711708602623,57.13,0.87,0.1214,-0.1875,0.012065557,0.393689662,0.376831683,0.362394958,0.39562443
R1128,110,2,0.3259,20.378,48.1,0.7372996015561273,69.71,0.87,0.1256,-0.1814,0.01209739,0.388333524,0.381980198,0.365546218,0.403372835
R1128,119,1,0.2881,15.231,37.17,0.6943374694108051,3.42,0.87,0.1044,-0.2421,0.012004261,0.388481163,0.335445545,0.287114846,0.398359161
R1128,119,2,0.3097,17.227,43.59,0.7047248541130702,6.71,0.87,0.1046,-0.2618,0.010142325,0.283089736,0.30950495,0.267857143,0.363719234
R1128,119,3,0.2573,16.071,35.51,0.7057758674781954,3.03,0.86,0.1062,-0.2461,0.011028909,0.363295923,0.322970297,0.292717087,0.362351869
R1128,119,4,0.3354,12.08,46.07,0.6319421785781515,4.6,0.81,0.1175,-0.1871,0.011390207,0.2964159,0.345346535,0.31442577,0.385597083
R1128,119,5,0.2544,15.336,36.05,0.6117007592395055,2.76,0.82,0.0913,-0.3191,0.008574894,0.176427039,0.251683168,0.237044818,0.270738377
R1128,125,1,0.2691,15.756,27.36,0.720032001003953,6.05,0.9,0.0832,-0.1354,0.016272791,0.564898868,0.395721925,0.33380035,0.476298997
R1128,125,2,0.4301,24.055,14.27,0.7595328480893518,4.47,0.91,0.1798,-0.0603,0.015498678,0.561772532,0.45751634,0.39089317,0.544211486
R1128,125,3,0.4062,27.941,17.92,0.724133698312104,113.14,0.91,0.1351,-0.1383,0.01217557,0.433038518,0.40019802,0.354691877,0.459434822
R1128,125,4,0.2619,16.807,36.19,0.6652424389784778,110.4,0.86,0.1073,-0.2745,0.009941406,0.341177028,0.305742574,0.257703081,0.368277119
R1128,125,5,0.2521,12.5,31.52,0.6825253341281295,8.42,0.85,0.0873,-0.3367,0.008901024,0.228086657,0.248366013,0.215061296,0.291704649
R1128,128,1,0.2835,15.546,48.18,0.6682750831398632,113.38,0.85,0.0798,-0.3522,0.00814471,0.309016852,0.249108911,0.210084034,0.299908842
R1128,128,2,0.2756,17.227,40.06,0.677336543891573,119.48,0.86,0.0751,-0.3199,0.009159737,0.256712793,0.269306931,0.235294118,0.313582498
R1128,128,3,0.2289,13.761,33.02,0.6667742517412311,114.38,0.85,0.0737,-0.2977,0.009918468,0.330147223,0.292079208,0.275560224,0.313582498
R1128,128,4,0.2749,14.286,38.51,0.6608697527765577,115.78,0.85,0.1024,-0.3223,0.00866509,0.285905859,0.268910891,0.234243697,0.314038286
R1128,128,5,0.3079,16.387,36.44,0.6620121415573822,118.04,0.85,0.1606,-0.2758,0.008969132,0.239840391,0.315841584,0.295168067,0.342752963
R1128,131,1,0.1266,7.353,75.21,0.3349861956453536,93.61,0.64,0.0787,-0.4143,0.003782022,-0.017602809,0.144158416,0.138305322,0.151777575
R1128,131,2,0.1211,6.933,102.97,0.3374694108050449,98.0,0.64,0.0437,-0.4469,0.003083264,0.030306782,0.112673267,0.107142857,0.119872379
R1128,131,3,0.1502,7.458,105.01,0.3429880153102842,77.11,0.61,0.0711,-0.4012,0.004992315,0.186116178,0.167326733,0.171218487,0.162260711
R1128,131,4,0.0953,6.933,94.04,0.3364478101273765,98.49,0.61,0.0639,-0.4484,0.002424807,0.068050077,0.115049505,0.105742297,0.127164995
R1128,131,5,0.161,6.513,85.84,0.3410491309531279,110.23,0.59,0.0678,-0.394,0.004270637,0.21026886,0.168514851,0.159663866,0.180036463
R1128,147,1,0.363,20.693,31.07,0.714064754972705,0.13,0.87,0.12,-0.1479,0.013239758,0.419022863,0.38,0.359943978,0.406107566
R1128,147,2,0.3594,18.487,38.43,0.7081394710422287,0.53,0.86,0.0975,-0.2304,0.011655433,0.423894744,0.341188119,0.299719888,0.395168642
R1128,147,3,0.4279,23.109,28.42,0.7012380780573508,0.53,0.85,0.1336,-0.1655,0.013272413,0.460002872,0.396633663,0.351540616,0.455332726
R1128,147,4,0.419,25.315,29.04,0.7206339806739035,0.39,0.88,0.1268,-0.1634,0.012483403,0.42824825,0.371881188,0.343487395,0.408842297
R1128,147,5,0.3551,21.954,35.76,0.7044958273200728,0.79,0.86,0.1375,-0.1548,0.01250763,0.436051356,0.375247525,0.328081232,0.436645397
R1128,163,1,0.2325,10.504,22.83,0.4122948955261341,323.38,0.38,0.1095,-0.2298,0.010203016,0.454406142,0.35049505,0.347689076,0.354147675
R1128,177,1,0.1716,7.248,39.02,0.3241521302629102,235.52,0.46,0.0804,-0.2353,0.011676107,0.54785074,0.345148515,0.320028011,0.377848678
R1128,185,1,0.3318,20.273,22.11,0.688340418522934,0.39,0.86,0.1155,-0.1473,0.014640466,0.495415796,0.39980198,0.37429972,0.432999088
R1128,185,2,0.2706,16.597,22.5,0.6905189182405722,0.13,0.86,0.0718,-0.1884,0.01487581,0.498337635,0.351485149,0.300770308,0.417502279
R1128,185,3,0.3045,19.538,23.97,0.6859372058731255,0.0,0.84,0.1143,-0.1637,0.014065156,0.50801882,0.382178218,0.344187675,0.431631723
R1128,185,4,0.2638,16.282,22.6,0.6900059609713246,0.26,0.86,0.0727,-0.1991,0.013561023,0.460664562,0.329108911,0.295168067,0.373290793
R1128,185,5,0.2689,15.966,22.54,0.6733105352324779,0.53,0.86,0.0635,-0.2035,0.014352912,0.473287867,0.332871287,0.301470588,0.373746582
R1128,227,1,0.2927,17.017,42.21,0.6985995639078874,0.66,0.85,0.0855,-0.3327,0.008467201,0.246405123,0.241584158,0.211484594,0.280765725
R1128,227,2,0.3424,18.908,37.03,0.7113415322833657,0.53,0.88,0.0759,-0.2901,0.010050297,0.294483658,0.288514851,0.245098039,0.345031905
R1128,227,3,0.3553,19.433,35.6,0.7035644255506055,0.79,0.86,0.1094,-0.2451,0.010731828,0.318038285,0.317029703,0.290616246,0.351412944
R1128,227,4,0.3619,21.849,33.11,0.7369446884608145,0.66,0.87,0.1142,-0.2437,0.011143963,0.343697395,0.327524752,0.289565826,0.376937101
R1128,227,5,0.4349,25.0,29.55,0.7229199347430507,0.53,0.86,0.1339,-0.1551,0.013116622,0.426154445,0.385544554,0.348039216,0.434366454
